aX,aY,aZ,gX,gY,gZ
5.74,6.70,7.50,-0.03,-0.20,-2.85
5.06,5.64,6.69,-0.02,-0.31,-3.10
4.70,4.76,5.66,-0.06,-0.28,-3.33
4.38,3.98,4.68,-0.13,-0.12,-3.56
3.91,3.17,3.74,-0.22,0.15,-3.77
3.36,2.23,2.98,-0.31,0.50,-3.96
2.80,1.17,2.32,-0.39,0.85,-4.14
2.25,0.06,1.62,-0.44,1.22,-4.30
1.66,-1.06,1.04,-0.44,1.58,-4.45
1.06,-2.13,0.51,-0.42,1.93,-4.59
0.49,-3.13,0.11,-0.36,2.24,-4.72
0.01,-3.98,-0.35,-0.26,2.49,-4.85
-0.41,-4.63,-0.78,-0.14,2.70,-4.98
-0.94,-5.12,-1.25,-0.01,2.84,-5.09
-1.59,-5.55,-1.75,0.12,2.95,-5.15
-2.26,-6.04,-2.12,0.25,3.01,-5.17
-3.15,-6.63,-2.11,0.36,2.93,-5.17
-4.45,-7.18,-1.77,0.46,2.61,-5.14
-5.77,-7.45,-1.85,0.54,2.14,-5.06
-6.47,-7.41,-2.77,0.58,1.74,-4.94
-6.78,-7.27,-3.88,0.53,1.60,-4.85
-7.36,-7.35,-4.52,0.45,1.66,-4.75
-8.89,-7.89,-4.07,0.34,1.72,-4.58
-11.32,-8.67,-2.90,0.32,1.58,-4.34
-14.04,-9.03,-2.26,0.40,1.22,-4.07
-16.40,-8.56,-2.58,0.51,0.85,-3.82
-18.43,-7.35,-3.14,0.58,0.65,-3.51
-19.97,-6.04,-3.81,0.56,0.64,-3.11
-21.17,-5.14,-4.13,0.48,0.81,-2.79
-23.19,-4.21,-4.09,0.34,0.99,-2.45
-25.13,-3.73,-3.31,0.22,1.04,-1.95
-26.64,-3.61,-2.05,0.18,0.78,-1.43
-27.50,-3.54,-1.47,0.22,0.25,-0.92
-27.60,-3.57,-1.60,0.25,-0.26,-0.38
-26.99,-3.78,-1.65,0.22,-0.57,0.16
-25.91,-4.13,-1.36,0.16,-0.77,0.67
-24.68,-4.53,-1.18,0.12,-0.86,1.12
-23.42,-4.97,-0.93,0.08,-0.85,1.56
-22.07,-5.42,-0.56,0.07,-0.81,1.96
-20.65,-5.83,-0.24,0.07,-0.82,2.32
-19.23,-6.13,-0.04,0.10,-0.87,2.63
-17.83,-6.38,-0.07,0.13,-0.93,2.93
-16.47,-6.57,-0.11,0.14,-0.97,3.19
-15.21,-6.65,-0.06,0.16,-1.01,3.41
-14.03,-6.66,-0.10,0.18,-1.04,3.61
-12.96,-6.61,-0.08,0.19,-1.03,3.80
-12.01,-6.51,-0.14,0.21,-0.98,3.99
-11.23,-6.40,-0.16,0.22,-0.91,4.16
-10.45,-6.39,-0.25,0.24,-0.82,4.33
-9.60,-6.46,-0.34,0.24,-0.72,4.48
-8.62,-6.53,-0.32,0.22,-0.63,4.60
-7.67,-6.55,-0.06,0.22,-0.63,4.67
-6.82,-6.39,-0.13,0.25,-0.74,4.75
-5.90,-5.92,-0.49,0.23,-0.81,4.82
-5.06,-5.22,-0.53,0.19,-0.83,4.85
-4.30,-4.49,-0.47,0.15,-0.85,4.86
-3.68,-4.01,-0.53,0.10,-0.82,4.83
-3.32,-3.92,-0.22,0.06,-0.74,4.77
-3.09,-4.25,0.09,0.07,-0.78,4.74
-2.58,-4.69,-0.13,0.10,-0.87,4.72
-1.83,-4.85,-0.07,0.10,-0.95,4.63
-1.21,-4.48,0.07,0.14,-1.11,4.47
-0.85,-3.63,-0.17,0.18,-1.20,4.28
-0.63,-2.61,-0.01,0.20,-1.18,4.16
-0.26,-1.69,0.43,0.22,-1.16,4.07
0.34,-0.92,1.02,0.22,-1.14,3.96
0.97,-0.26,1.89,0.24,-1.17,3.82
1.69,0.33,2.75,0.26,-1.24,3.65
2.85,1.02,3.50,0.25,-1.31,3.47
4.91,1.98,3.80,0.20,-1.28,3.27
7.47,3.40,4.15,0.11,-1.04,3.07
9.80,5.15,4.55,0.00,-0.69,2.89
11.53,7.00,5.19,-0.12,-0.23,2.76
13.43,8.57,6.41,-0.22,0.16,2.58
15.01,9.87,7.65,-0.27,0.46,2.21
15.90,10.98,8.83,-0.27,0.63,1.73
16.67,12.00,9.54,-0.26,0.65,1.24
17.58,12.91,9.67,-0.23,0.65,0.76
18.19,13.60,9.33,-0.22,0.67,0.29
18.12,13.93,8.57,-0.24,0.75,-0.15
17.29,13.87,7.92,-0.30,0.83,-0.57
15.91,13.52,7.44,-0.38,0.87,-0.94
14.30,12.86,7.02,-0.46,0.87,-1.24
12.73,11.94,6.75,-0.55,0.84,-1.46
11.26,10.86,6.47,-0.62,0.76,-1.64
9.93,9.67,6.26,-0.68,0.64,-1.78
8.98,8.38,6.20,-0.69,0.49,-1.93
8.19,7.15,5.73,-0.66,0.29,-2.17
7.51,6.15,5.24,-0.71,0.20,-2.48
6.57,5.33,5.04,-0.74,0.17,-2.80
5.57,4.53,4.53,-0.78,0.19,-3.03
4.73,3.66,3.97,-0.83,0.30,-3.22
3.85,2.79,3.57,-0.86,0.45,-3.42
2.95,1.97,3.20,-0.87,0.61,-3.60
2.21,1.21,2.89,-0.83,0.76,-3.77
1.58,0.45,2.74,-0.74,0.89,-3.95
1.07,-0.41,2.44,-0.62,0.99,-4.17
0.40,-1.24,2.07,-0.48,1.09,-4.44
-0.51,-1.90,1.63,-0.35,1.18,-4.67
-1.35,-2.37,0.93,-0.25,1.30,-4.84
-1.89,-2.64,-0.04,-0.20,1.51,-4.92
-2.29,-2.83,-0.92,-0.20,1.82,-4.94
-2.69,-3.04,-1.44,-0.20,2.15,-4.90
-3.22,-3.36,-1.85,-0.19,2.47,-4.81
-3.94,-3.82,-1.83,-0.16,2.79,-4.68
-4.95,-4.39,-1.28,-0.09,3.01,-4.51
-6.13,-4.88,-0.68,0.03,3.05,-4.36
-7.27,-5.14,-0.31,0.20,2.90,-4.25
-8.46,-5.23,-0.33,0.41,2.53,-4.16
-9.81,-5.32,-0.80,0.62,2.02,-4.05
-11.17,-5.45,-1.45,0.77,1.60,-3.88
-12.50,-5.54,-1.79,0.80,1.42,-3.63
-13.92,-5.46,-1.74,0.74,1.49,-3.34
-15.86,-5.15,-1.16,0.66,1.65,-3.02
-18.05,-4.63,-0.91,0.64,1.73,-2.68
-19.64,-4.22,-1.02,0.69,1.68,-2.49
-21.64,-2.76,-1.71,0.71,1.53,-2.33
-22.99,-1.33,-2.25,0.65,1.45,-1.93
-23.62,-0.55,-2.31,0.58,1.38,-1.49
-24.21,-0.30,-2.34,0.52,1.23,-1.07
-24.56,-0.51,-2.56,0.48,0.99,-0.64
-24.47,-0.98,-2.84,0.45,0.70,-0.19
-23.96,-1.54,-3.17,0.42,0.42,0.27
-23.13,-2.06,-3.66,0.37,0.19,0.72
-22.07,-2.49,-4.13,0.28,0.07,1.17
-20.88,-2.93,-4.37,0.17,-0.00,1.59
-19.71,-3.42,-4.44,0.07,-0.08,1.96
-18.69,-3.89,-4.42,-0.02,-0.19,2.30
-17.67,-4.24,-4.34,-0.11,-0.33,2.61
-16.50,-4.40,-4.23,-0.19,-0.45,2.90
-15.26,-4.39,-4.13,-0.29,-0.53,3.16
-14.13,-4.36,-3.79,-0.38,-0.55,3.42
-12.99,-4.32,-3.40,-0.45,-0.59,3.68
-11.86,-4.25,-3.14,-0.52,-0.59,3.86
-11.12,-4.10,-2.53,-0.55,-0.61,4.01
-10.09,-3.88,-2.21,-0.58,-0.65,4.12
-9.13,-3.67,-1.76,-0.59,-0.65,4.20
-7.91,-3.30,-1.40,-0.62,-0.63,4.25
-6.96,-2.81,-1.00,-0.64,-0.61,4.23
-6.51,-2.48,-0.59,-0.63,-0.60,4.24
-5.99,-2.15,-0.45,-0.62,-0.64,4.38
-5.24,-1.61,-0.28,-0.65,-0.64,4.45
-4.53,-0.96,0.17,-0.67,-0.64,4.43
-4.23,-0.73,0.94,-0.64,-0.68,4.41
-4.01,-0.93,1.64,-0.56,-0.87,4.48
-3.45,-1.03,2.11,-0.49,-1.11,4.49
-2.83,-0.82,2.59,-0.38,-1.39,4.42
-2.05,-0.48,2.66,-0.26,-1.67,4.34
-1.04,-0.14,2.54,-0.15,-1.84,4.29
0.30,0.25,2.15,-0.10,-1.82,4.26
1.85,0.81,1.68,-0.10,-1.57,4.20
3.31,1.59,1.03,-0.18,-1.18,4.10
4.46,2.46,0.88,-0.32,-0.69,3.97
5.42,3.20,1.47,-0.44,-0.26,3.80
6.17,3.71,2.39,-0.52,0.04,3.60
6.67,4.06,3.74,-0.56,0.22,3.38
7.06,4.44,4.94,-0.54,0.25,3.12
7.37,5.04,6.18,-0.48,0.20,2.84
7.88,5.84,7.15,-0.38,0.05,2.56
8.83,6.79,7.96,-0.26,-0.16,2.26
10.19,7.78,8.26,-0.15,-0.33,1.94
11.73,8.76,8.56,-0.07,-0.40,1.60
13.24,9.66,8.57,-0.03,-0.38,1.26
14.50,10.38,8.53,-0.04,-0.20,0.90
aX,aY,aZ,gX,gY,gZ
-24.88,-3.78,0.96,0.17,1.55,-2.43
-26.40,-4.30,1.42,0.25,1.26,-1.87
-27.55,-4.66,1.49,0.36,0.78,-1.16
-27.65,-4.75,1.24,0.45,0.31,-0.36
-26.75,-4.55,0.73,0.50,-0.12,0.42
-25.39,-4.06,0.24,0.50,-0.46,1.11
-23.87,-3.47,-0.02,0.47,-0.73,1.70
-22.28,-3.07,-0.05,0.46,-0.94,2.20
-20.71,-2.94,-0.17,0.50,-1.11,2.62
-19.23,-3.03,-0.41,0.55,-1.25,2.98
-17.74,-3.19,-0.66,0.57,-1.29,3.30
-16.33,-3.32,-0.43,0.58,-1.27,3.55
-15.02,-3.42,-0.06,0.61,-1.27,3.74
-13.87,-3.36,0.10,0.66,-1.29,3.88
-12.91,-3.13,-0.02,0.69,-1.25,3.99
-12.11,-2.80,-0.16,0.67,-1.12,4.11
-11.33,-2.50,0.02,0.64,-0.97,4.21
-10.78,-2.41,0.23,0.62,-0.87,4.30
-10.38,-2.59,0.42,0.62,-0.84,4.43
-9.43,-2.72,0.45,0.64,-0.98,4.59
-7.86,-2.61,-0.04,0.64,-1.05,4.64
-6.58,-2.44,-0.10,0.62,-1.01,4.64
-5.20,-2.33,-0.34,0.57,-0.97,4.68
-3.74,-2.09,-0.74,0.47,-0.80,4.65
-2.65,-1.68,-0.70,0.33,-0.54,4.54
-1.95,-1.25,-0.51,0.22,-0.33,4.41
-1.41,-0.90,-0.68,0.13,-0.20,4.27
-0.91,-0.70,-0.93,0.08,-0.13,4.14
-0.08,-0.47,-1.57,0.03,-0.07,4.00
0.78,-0.11,-1.94,-0.07,0.13,3.78
1.40,0.34,-1.45,-0.19,0.39,3.53
1.70,0.76,-0.30,-0.27,0.49,3.28
1.98,1.21,0.48,-0.33,0.51,3.02
2.08,1.78,1.81,-0.37,0.44,2.77
2.48,2.49,2.79,-0.41,0.26,2.53
3.41,3.34,4.19,-0.45,0.09,2.31
4.88,4.26,5.69,-0.48,-0.15,2.11
6.80,5.21,7.25,-0.48,-0.32,1.91
9.26,6.13,8.59,-0.44,-0.51,1.67
12.05,7.10,9.13,-0.41,-0.57,1.36
14.49,8.30,9.50,-0.42,-0.47,1.01
15.98,9.43,9.76,-0.48,-0.27,0.72
17.59,10.11,10.48,-0.52,-0.12,0.42
18.50,10.41,10.95,-0.50,-0.07,-0.01
18.47,10.51,11.18,-0.47,-0.06,-0.48
17.88,10.45,10.99,-0.42,-0.09,-0.95
16.80,10.25,10.34,-0.40,-0.11,-1.41
15.26,9.85,9.30,-0.41,-0.09,-1.83
13.42,9.21,8.12,-0.47,-0.01,-2.19
11.42,8.34,7.01,-0.56,0.10,-2.47
9.43,7.24,5.98,-0.66,0.23,-2.69
7.56,5.98,5.06,-0.76,0.36,-2.84
5.91,4.60,4.30,-0.84,0.46,-2.96
4.31,3.24,3.79,-0.89,0.53,-3.08
2.88,1.45,3.83,-0.85,0.44,-3.16
2.03,-0.47,3.51,-0.75,0.17,-3.62
-0.03,-1.04,2.91,-0.67,-0.18,-4.13
-1.04,-1.24,1.56,-0.67,-0.37,-4.30
-0.84,-1.75,0.28,-0.72,-0.27,-4.35
-0.55,-2.24,-0.97,-0.82,0.07,-4.46
-0.89,-2.67,-1.67,-0.95,0.61,-4.58
-1.97,-3.36,-1.28,-0.99,1.08,-4.65
-3.26,-4.35,-0.61,-0.92,1.29,-4.65
-4.27,-5.57,0.37,-0.76,1.17,-4.64
-4.95,-6.71,0.81,-0.52,0.76,-4.70
-5.32,-7.33,0.27,-0.34,0.34,-4.81
-5.48,-7.29,-0.78,-0.28,0.11,-4.89
-5.51,-6.77,-1.88,-0.37,0.15,-4.89
-6.10,-6.19,-2.26,-0.57,0.43,-4.79
-7.54,-5.93,-1.54,-0.79,0.78,-4.60
-9.49,-5.93,0.05,-0.95,1.00,-4.35
-11.56,-5.90,2.02,-0.98,0.98,-4.11
-13.51,-5.86,3.84,-0.88,0.76,-3.91
-15.25,-5.66,4.94,-0.72,0.52,-3.87
-17.62,-4.70,5.83,-0.57,0.46,-3.79
-20.02,-3.75,6.96,-0.38,0.48,-3.51
-22.31,-3.03,7.72,-0.13,0.53,-3.19
-24.55,-2.23,8.18,0.11,0.59,-2.82
-26.20,-1.30,8.49,0.32,0.66,-2.35
-27.39,-0.74,8.40,0.48,0.81,-1.81
-28.40,-0.84,8.24,0.58,1.04,-1.22
-29.10,-1.47,8.67,0.68,1.13,-0.66
-29.14,-2.22,8.76,0.84,0.95,-0.20
-29.53,-2.84,7.93,1.03,0.76,0.26
-30.09,-3.60,6.73,1.14,0.80,0.99
-29.42,-4.56,6.17,1.19,0.87,1.83
-27.44,-5.19,5.52,1.27,0.82,2.51
-24.91,-5.49,4.29,1.34,0.82,3.04
-22.31,-5.96,3.00,1.31,0.99,3.47
-20.08,-6.64,2.51,1.23,1.16,3.79
-18.14,-7.27,2.15,1.14,1.20,4.04
-16.17,-7.75,1.59,1.07,1.12,4.27
-13.96,-8.14,0.83,0.96,1.02,4.47
-11.80,-8.23,0.31,0.84,0.87,4.60
-9.94,-8.04,-0.12,0.73,0.64,4.67
-8.26,-7.69,-0.61,0.63,0.42,4.72
-6.79,-7.25,-1.07,0.52,0.23,4.75
-5.47,-6.81,-1.62,0.41,0.10,4.76
-4.37,-6.29,-1.96,0.28,0.05,4.76
-3.50,-5.74,-2.08,0.15,0.03,4.76
-2.85,-5.19,-2.15,0.03,0.02,4.75
-2.41,-4.71,-2.02,-0.09,0.04,4.73
-2.19,-4.28,-1.70,-0.16,0.00,4.76
-1.89,-3.96,-1.36,-0.24,-0.03,4.76
-1.45,-3.67,-0.82,-0.29,-0.10,4.70
-0.88,-3.38,-0.51,-0.32,-0.20,4.59
-0.42,-3.05,-0.42,-0.34,-0.27,4.47
-0.11,-2.69,-0.55,-0.39,-0.24,4.38
-0.03,-2.28,-0.13,-0.47,-0.15,4.29
-0.03,-1.85,1.06,-0.51,-0.13,4.18
0.08,-1.48,2.43,-0.49,-0.25,4.07
0.53,-1.12,3.95,-0.41,-0.50,3.94
1.34,-0.63,5.14,-0.26,-0.84,3.82
2.23,0.09,6.28,-0.06,-1.19,3.75
3.56,0.93,6.53,0.14,-1.50,3.85
7.08,1.67,6.09,0.26,-1.67,3.89
11.11,2.84,5.13,0.29,-1.43,3.75
14.90,4.53,4.50,0.24,-1.00,3.49
17.76,6.45,4.30,0.14,-0.47,3.16
20.02,7.92,5.23,0.04,-0.00,2.80
21.93,8.33,6.41,-0.00,0.23,2.29
23.34,8.28,7.31,0.01,0.21,1.60
24.21,8.45,7.60,0.07,-0.04,0.84
24.08,8.89,7.09,0.13,-0.36,0.08
23.40,9.41,6.04,0.12,-0.64,-0.62
22.19,9.78,4.51,-0.00,-0.74,-1.27
20.46,9.79,3.19,-0.27,-0.59,-1.82
18.43,9.22,2.88,-0.63,-0.27,-2.24
16.02,8.19,4.32,-0.89,-0.07,-2.56
13.86,6.94,4.24,-1.03,-0.12,-2.87
11.60,5.86,4.14,-1.17,-0.16,-3.17
9.51,5.09,3.99,-1.31,-0.23,-3.38
7.83,4.55,3.59,-1.45,-0.24,-3.48
6.59,3.97,3.12,-1.61,-0.18,-3.52
5.60,3.18,2.77,-1.74,-0.06,-3.52
4.72,2.14,2.57,-1.81,0.04,-3.49
3.89,0.86,2.41,-1.80,0.14,-3.50
2.78,-0.45,2.54,-1.73,0.20,-3.59
1.33,-1.54,2.89,-1.60,0.19,-3.75
-0.23,-2.33,3.13,-1.47,0.01,-4.02
-1.49,-2.84,2.93,-1.39,-0.11,-4.33
-2.32,-3.04,2.62,-1.37,-0.11,-4.63
-2.62,-2.97,1.75,-1.45,0.15,-4.85
-2.93,-2.95,1.46,-1.55,0.74,-4.95
-4.00,-3.28,2.32,-1.55,1.31,-4.96
-6.17,-3.97,3.80,-1.34,1.44,-4.89
-8.72,-4.87,4.53,-0.98,1.14,-4.73
-10.19,-5.87,5.12,-0.56,0.50,-4.72
-11.64,-5.25,5.02,-0.22,-0.30,-4.80
-12.45,-3.85,4.75,-0.03,-0.85,-4.65
-12.90,-2.55,5.37,0.07,-1.18,-4.38
-13.71,-1.88,6.41,0.25,-1.59,-4.11
-14.69,-1.66,6.27,0.39,-2.05,-3.84
-15.22,-1.55,6.09,0.39,-2.26,-3.47
-15.06,-1.42,6.37,0.29,-2.29,-3.05
-14.68,-1.27,6.86,0.14,-2.11,-2.68
-14.43,-1.07,7.93,0.02,-1.77,-2.35
-14.13,-0.77,8.77,-0.04,-1.41,-2.10
-14.42,-0.09,9.07,-0.06,-0.97,-1.89
-15.23,0.65,8.89,-0.08,-0.45,-1.62
-16.19,1.10,8.96,-0.12,0.14,-1.26
-17.20,1.31,9.66,-0.13,0.66,-0.91
-18.38,1.52,10.41,-0.10,1.07,-0.58
-19.61,1.80,11.01,-0.04,1.41,-0.24
-20.69,2.03,11.63,0.06,1.67,0.12
-21.40,1.97,11.82,0.18,1.82,0.52
-21.58,1.51,11.59,0.31,1.94,0.96
-21.29,0.82,11.37,0.44,2.06,1.43
-20.52,0.10,11.04,0.58,2.15,1.88
-19.33,-0.52,10.41,0.72,2.21,2.30
-17.93,-0.95,9.48,0.84,2.24,2.67
-16.51,-1.22,8.51,0.96,2.22,2.99
-15.12,-1.49,7.36,1.06,2.15,3.28
-13.72,-1.81,6.17,1.14,2.04,3.54
-12.27,-2.21,5.13,1.20,1.91,3.78
-10.75,-2.67,4.07,1.23,1.74,3.98
-9.23,-3.14,2.99,1.23,1.55,4.15
-7.77,-3.51,1.86,1.18,1.34,4.29
-6.31,-3.62,0.79,1.07,1.21,4.39
-5.03,-3.48,-0.11,0.90,1.18,4.44
-3.94,-3.22,-0.68,0.68,1.27,4.48
-3.11,-3.02,-0.95,0.43,1.41,4.52
-2.55,-3.02,-0.84,0.18,1.56,4.57
-2.15,-3.23,-0.48,-0.05,1.66,4.59
-1.90,-3.50,0.06,-0.20,1.60,4.56
-1.52,-3.72,0.18,-0.28,1.43,4.47
-1.01,-3.71,0.06,-0.38,1.27,4.34
-0.38,-3.36,-0.08,-0.50,1.15,4.20
0.17,-2.61,-0.13,-0.64,1.10,4.08
0.48,-1.58,0.53,-0.78,1.09,4.02
0.77,-0.52,2.12,-0.87,1.00,4.05
1.24,0.27,4.02,-0.85,0.72,4.09
2.04,0.84,5.35,-0.74,0.30,4.08
3.39,1.42,6.14,-0.61,-0.10,4.00
5.65,2.29,6.39,-0.51,-0.39,3.84
8.46,3.55,6.24,-0.45,-0.43,3.63
10.62,5.21,6.42,-0.43,-0.33,3.49
13.75,6.50,7.13,-0.41,-0.20,3.35
16.85,7.44,8.17,-0.36,0.00,3.00
18.95,8.30,9.48,-0.30,0.17,2.49
20.40,9.22,10.76,-0.20,0.23,1.94
21.69,10.03,11.67,-0.05,0.18,1.36
22.58,10.68,11.62,0.11,0.09,0.75
22.86,11.29,10.69,0.22,0.06,0.11
22.22,11.85,9.32,0.25,0.11,-0.53
20.60,12.19,7.79,0.20,0.25,-1.08
18.61,12.05,6.49,0.07,0.42,-1.50
16.64,11.39,5.42,-0.10,0.62,-1.84
14.45,10.35,4.71,-0.28,0.81,-2.13
12.19,9.16,4.36,-0.45,0.93,-2.37
10.10,7.92,4.14,-0.57,0.93,-2.56
8.30,6.60,3.87,-0.65,0.84,-2.72
6.86,5.26,3.96,-0.66,0.66,-2.86
5.86,3.98,3.58,-0.62,0.36,-3.02
5.20,2.81,2.77,-0.59,0.10,-3.21
4.61,1.80,1.87,-0.61,-0.04,-3.44
3.99,0.91,1.10,-0.67,-0.04,-3.65
3.40,0.05,0.66,-0.75,0.07,-3.84
2.99,-0.86,0.44,-0.81,0.23,-4.03
2.66,-1.79,0.34,-0.83,0.39,-4.23
2.20,-2.68,0.27,-0.83,0.54,-4.45
1.56,-3.46,-0.01,-0.80,0.69,-4.65
0.88,-4.12,-0.27,-0.77,0.85,-4.83
0.14,-4.58,-0.39,-0.71,0.95,-5.03
-0.61,-4.86,-0.46,-0.65,0.95,-5.23
-1.63,-5.06,-0.20,-0.57,0.86,-5.43
-3.02,-5.31,0.32,-0.47,0.67,-5.57
-4.50,-5.66,0.49,-0.41,0.42,-5.64
-5.82,-6.03,0.58,-0.45,0.29,-5.67
-7.01,-6.44,1.22,-0.57,0.32,-5.67
-8.19,-6.83,2.12,-0.70,0.45,-5.61
-9.39,-7.29,3.38,-0.75,0.58,-5.53
-10.93,-8.40,4.74,-0.60,0.52,-5.44
-12.96,-9.36,5.22,-0.37,0.29,-5.48
-15.44,-9.14,5.65,-0.14,0.05,-5.36
-16.98,-8.46,5.88,0.05,-0.23,-5.05
-17.59,-7.52,5.59,0.17,-0.40,-4.72
-17.69,-6.40,5.20,0.19,-0.39,-4.41
-17.18,-5.49,4.53,0.15,-0.26,-4.14
-16.55,-4.99,4.02,0.06,0.09,-3.93
-16.72,-5.17,3.88,-0.01,0.51,-3.74
-17.64,-6.05,3.79,-0.02,0.85,-3.51
-18.82,-7.24,3.80,-0.02,1.10,-3.24
-19.54,-8.15,4.02,-0.02,1.19,-3.00
-20.80,-8.25,3.34,-0.06,1.35,-2.66
-22.40,-8.09,3.54,-0.13,1.56,-2.05
-23.65,-8.14,4.02,-0.15,1.61,-1.23
-24.27,-8.23,4.62,-0.11,1.48,-0.37
-24.19,-8.20,4.89,0.01,1.14,0.45
-23.36,-7.96,4.39,0.15,0.74,1.19
-22.05,-7.55,3.56,0.24,0.45,1.82
-20.58,-7.08,2.90,0.30,0.29,2.34
-19.08,-6.71,2.40,0.31,0.26,2.75
-17.72,-6.45,2.22,0.32,0.32,3.09
-16.48,-6.31,2.06,0.33,0.38,3.37
-15.31,-6.21,1.89,0.33,0.44,3.60
-14.22,-6.13,1.73,0.33,0.46,3.80
-13.13,-6.11,1.56,0.34,0.44,3.98
-12.05,-6.09,1.25,0.34,0.37,4.12
-11.01,-6.07,0.80,0.33,0.28,4.24
-9.95,-6.04,0.27,0.30,0.17,4.34
-8.88,-6.04,-0.31,0.25,0.07,4.42
-7.85,-6.05,-0.86,0.18,-0.03,4.48
-6.86,-6.05,-1.30,0.09,-0.13,4.54
-5.89,-6.02,-1.64,-0.00,-0.27,4.58
-4.95,-5.94,-1.96,-0.11,-0.39,4.60
-4.14,-5.79,-2.24,-0.23,-0.47,4.62
-3.54,-5.57,-2.38,-0.38,-0.50,4.63
-3.26,-5.20,-2.42,-0.54,-0.46,4.63
-3.30,-4.71,-2.28,-0.70,-0.41,4.61
-3.52,-4.21,-1.83,-0.83,-0.43,4.61
-3.25,-3.62,-1.48,-0.94,-0.50,4.60
-2.89,-2.87,-0.90,-1.00,-0.56,4.53
-2.72,-2.09,-0.33,-1.04,-0.58,4.47
-2.75,-1.43,0.17,-1.07,-0.51,4.45
-2.90,-0.95,1.21,-1.08,-0.44,4.45
-2.77,-0.63,2.30,-1.03,-0.49,4.45
-2.24,-0.43,2.65,-0.97,-0.57,4.40
-1.46,-0.22,2.47,-0.93,-0.58,4.32
-0.64,0.08,2.11,-0.96,-0.52,4.20
-0.01,0.62,2.29,-1.05,-0.41,4.08
0.52,1.23,3.55,-1.13,-0.39,3.98
1.37,1.65,5.74,-1.11,-0.61,3.91
2.91,1.68,7.75,-0.95,-1.07,3.80
4.91,1.57,8.46,-0.68,-1.59,3.66
7.66,1.82,7.69,-0.48,-1.88,3.44
10.77,3.20,7.16,-0.39,-1.85,3.16
13.89,5.45,7.13,-0.36,-1.60,2.88
16.43,7.61,7.43,-0.35,-1.15,2.62
18.46,8.83,8.05,-0.39,-0.56,2.34
20.09,9.10,9.38,-0.45,0.04,1.93
20.72,9.11,11.28,-0.45,0.43,1.42
20.80,9.30,12.60,-0.35,0.55,0.95
20.94,9.73,13.07,-0.22,0.53,0.49
20.78,10.18,12.73,-0.09,0.51,0.02
20.10,10.38,12.07,-0.02,0.58,-0.42
19.02,10.16,11.21,-0.01,0.74,-0.81
17.54,9.57,10.32,-0.05,1.00,-1.15
15.74,8.75,9.66,-0.13,1.33,-1.39
14.27,7.62,9.33,-0.18,1.63,-1.59
aX,aY,aZ,gX,gY,gZ
-30.70,-6.23,0.26,1.00,-0.18,-0.40
-29.19,-7.16,-0.18,0.97,-0.23,0.27
-27.16,-7.80,-0.47,0.90,-0.24,0.97
-25.04,-7.89,-0.54,0.82,-0.29,1.59
-23.06,-7.60,-0.53,0.74,-0.41,2.13
-21.28,-7.22,-0.47,0.69,-0.59,2.60
-19.54,-6.87,-0.50,0.68,-0.80,3.00
-17.66,-6.56,-0.71,0.70,-0.97,3.32
-15.81,-6.20,-0.86,0.72,-1.07,3.57
-14.15,-5.80,-1.03,0.74,-1.09,3.79
-12.70,-5.39,-1.12,0.75,-1.03,3.95
-11.76,-5.02,-1.10,0.77,-0.96,4.05
-11.23,-4.80,-1.19,0.79,-0.88,4.16
-10.77,-4.84,-1.19,0.81,-0.76,4.30
-10.31,-5.10,-1.22,0.82,-0.63,4.46
-9.75,-5.42,-1.21,0.83,-0.52,4.65
-9.06,-5.72,-1.11,0.86,-0.49,4.92
-8.04,-5.94,-1.40,0.87,-0.51,5.16
-7.06,-5.94,-1.60,0.85,-0.56,5.32
-6.07,-5.80,-1.79,0.82,-0.66,5.43
-5.11,-5.54,-2.10,0.79,-0.77,5.51
-4.21,-5.28,-2.50,0.75,-0.87,5.60
-3.30,-5.07,-2.86,0.68,-0.89,5.68
-2.48,-4.92,-2.99,0.57,-0.88,5.74
-1.92,-4.70,-2.94,0.44,-0.86,5.76
-1.91,-4.39,-2.78,0.29,-0.80,5.83
-1.53,-4.35,-2.49,0.13,-0.76,5.97
-0.63,-4.50,-2.17,-0.01,-0.76,6.06
0.66,-4.70,-1.91,-0.14,-0.81,6.06
2.35,-4.89,-1.86,-0.27,-0.80,5.93
4.17,-4.76,-1.31,-0.43,-0.64,5.59
5.58,-4.05,-0.68,-0.58,-0.44,5.06
6.08,-2.86,0.14,-0.67,-0.15,4.47
5.76,-1.59,1.44,-0.71,0.06,4.02
5.30,-0.50,2.62,-0.72,0.11,3.70
5.12,0.47,3.83,-0.68,0.05,3.57
5.90,1.32,5.22,-0.63,-0.20,3.58
7.90,2.10,6.44,-0.50,-0.47,3.57
10.76,2.94,7.55,-0.35,-0.66,3.47
14.07,3.85,8.13,-0.20,-0.64,3.21
17.07,4.98,8.49,-0.11,-0.38,2.82
19.23,6.35,9.11,-0.09,0.01,2.38
20.72,7.63,9.63,-0.08,0.43,1.95
21.79,8.49,10.19,-0.10,0.81,1.55
22.62,8.86,10.75,-0.09,1.08,1.18
23.21,8.86,11.03,-0.06,1.22,0.79
23.32,8.70,10.89,0.00,1.23,0.35
22.82,8.56,10.11,0.05,1.15,-0.12
21.65,8.31,9.19,0.04,1.09,-0.60
20.08,7.77,8.94,-0.00,0.98,-1.01
