aX,aY,aZ,gX,gY,gZ
5.59,3.66,3.36,1.47,0.25,-3.66
4.61,4.42,2.75,1.45,0.17,-3.75
3.84,5.18,2.23,1.39,0.09,-3.76
3.09,5.92,1.98,1.30,-0.01,-3.71
2.22,6.63,1.89,1.17,-0.10,-3.61
1.20,7.30,1.82,1.00,-0.19,-3.47
0.03,7.98,1.60,0.81,-0.24,-3.29
-1.22,8.71,1.12,0.63,-0.23,-3.08
-2.55,9.53,0.71,0.47,-0.11,-2.83
-3.95,10.39,0.38,0.36,0.12,-2.53
-5.26,11.13,0.22,0.26,0.39,-2.16
-6.11,11.46,0.42,0.17,0.64,-1.73
-6.76,11.51,0.71,0.07,0.84,-1.25
-7.51,11.57,0.94,-0.07,0.93,-0.70
-8.02,11.56,1.16,-0.26,0.88,-0.10
-8.09,11.44,1.29,-0.47,0.73,0.50
-7.83,11.15,1.40,-0.69,0.53,1.06
-7.26,10.71,1.56,-0.88,0.35,1.58
-6.35,10.11,1.76,-1.03,0.25,2.05
-5.12,9.40,2.02,-1.14,0.22,2.45
-3.82,8.66,2.34,-1.21,0.26,2.76
-2.55,7.94,2.59,-1.23,0.38,3.00
-1.31,7.24,2.86,-1.23,0.54,3.18
-0.25,6.66,3.06,-1.19,0.77,3.30
0.66,6.18,3.23,-1.14,1.00,3.37
1.36,5.81,3.41,-1.10,1.23,3.40
1.82,5.55,3.71,-1.06,1.40,3.42
2.23,5.29,4.29,-1.06,1.49,3.44
2.75,4.98,5.04,-1.08,1.44,3.45
3.64,4.54,5.90,-1.13,1.24,3.45
5.00,4.02,6.69,-1.17,0.95,3.40
6.78,3.48,7.31,-1.20,0.63,3.28
8.55,2.99,7.90,-1.15,0.33,3.03
10.00,2.62,8.33,-1.04,0.03,2.70
11.19,2.34,8.76,-0.87,-0.22,2.28
12.28,2.13,9.00,-0.64,-0.40,1.80
13.13,1.98,9.10,-0.39,-0.50,1.25
13.41,1.99,9.10,-0.15,-0.55,0.64
13.24,2.09,9.00,0.07,-0.59,0.04
12.74,2.21,8.89,0.25,-0.64,-0.53
11.97,2.31,8.66,0.41,-0.72,-1.07
10.97,2.40,8.28,0.53,-0.84,-1.55
9.84,2.48,7.83,0.62,-0.97,-1.98
8.65,2.57,7.29,0.71,-1.07,-2.35
7.48,2.72,6.76,0.79,-1.16,-2.65
6.32,2.94,6.34,0.87,-1.25,-2.89
5.23,3.27,5.88,0.93,-1.34,-3.07
4.37,3.65,5.34,0.97,-1.42,-3.20
3.73,4.01,4.80,0.99,-1.46,-3.28
3.21,4.38,4.15,1.02,-1.43,-3.32
2.78,4.77,3.45,1.05,-1.32,-3.33
2.41,5.23,2.75,1.09,-1.15,-3.32
1.86,5.86,2.20,1.13,-0.95,-3.30
0.98,6.66,1.77,1.15,-0.70,-3.26
-0.09,7.60,1.41,1.16,-0.46,-3.19
-1.18,8.59,1.10,1.14,-0.24,-3.05
-2.13,9.53,0.80,1.09,-0.08,-2.85
-2.94,10.34,0.60,1.02,0.06,-2.57
-3.67,10.99,0.48,0.94,0.20,-2.23
-4.36,11.49,0.36,0.86,0.36,-1.83
-4.92,11.86,0.41,0.74,0.49,-1.38
-5.39,12.11,0.41,0.60,0.57,-0.91
-5.80,12.30,0.37,0.40,0.57,-0.43
-5.94,12.32,0.24,0.17,0.50,0.07
-5.68,12.05,0.10,-0.07,0.42,0.56
-5.20,11.63,-0.02,-0.28,0.37,1.00
-4.70,11.18,-0.03,-0.48,0.33,1.39
-4.10,10.69,0.03,-0.66,0.31,1.75
-3.45,10.19,0.22,-0.82,0.32,2.08
-2.82,9.71,0.42,-0.96,0.36,2.36
-2.25,9.25,0.68,-1.08,0.41,2.61
-1.73,8.75,0.97,-1.18,0.49,2.83
-1.36,8.20,1.24,-1.27,0.57,3.01
-1.07,7.63,1.44,-1.34,0.66,3.16
-0.68,7.07,1.71,-1.39,0.75,3.30
-0.15,6.51,1.99,-1.43,0.85,3.43
0.41,5.94,2.35,-1.44,0.97,3.53
0.85,5.42,2.78,-1.44,1.10,3.59
1.14,4.99,3.24,-1.42,1.20,3.64
1.38,4.60,3.79,-1.41,1.25,3.69
1.74,4.18,4.53,-1.41,1.20,3.74
2.29,3.67,5.49,-1.41,1.04,3.79
3.14,3.00,6.61,-1.40,0.76,3.80
4.21,2.29,7.52,-1.33,0.40,3.77
5.79,1.48,8.05,-1.25,0.02,3.70
8.07,0.57,8.44,-1.16,-0.37,3.53
10.81,-0.37,9.02,-1.01,-0.72,3.16
13.30,-1.10,9.63,-0.70,-0.89,2.60
15.05,-1.43,9.62,-0.29,-0.84,1.95
15.78,-1.36,9.28,0.10,-0.71,1.24
15.32,-0.95,8.76,0.44,-0.55,0.53
14.41,-0.60,8.14,0.71,-0.47,-0.12
13.13,-0.22,7.58,0.89,-0.47,-0.71
11.96,0.12,6.98,1.00,-0.54,-1.18
11.33,0.35,6.50,1.03,-0.69,-1.57
10.92,0.52,6.21,1.05,-0.84,-1.95
10.38,0.69,5.88,1.07,-0.99,-2.30
9.62,0.91,5.38,1.07,-1.12,-2.62
8.75,1.21,4.90,1.05,-1.26,-2.89
8.00,1.52,4.40,1.00,-1.39,-3.12
7.36,1.78,4.08,0.94,-1.49,-3.31
6.67,2.03,3.69,0.89,-1.52,-3.50
5.90,2.32,3.24,0.85,-1.47,-3.65
5.09,2.61,2.85,0.82,-1.36,-3.78
4.19,2.90,2.49,0.80,-1.21,-3.88
3.16,3.15,2.21,0.79,-1.01,-3.97
1.96,3.44,1.97,0.78,-0.86,-4.02
0.70,3.89,1.75,0.76,-0.75,-4.02
-0.45,4.52,1.50,0.74,-0.67,-3.97
-1.49,5.35,1.27,0.72,-0.61,-3.86
-2.49,6.34,1.02,0.71,-0.56,-3.71
-3.50,7.56,0.62,0.69,-0.49,-3.50
-4.46,8.91,0.10,0.65,-0.37,-3.22
-5.28,10.30,-0.44,0.61,-0.17,-2.86
-5.89,11.61,-0.77,0.57,0.09,-2.44
-6.22,12.67,-0.87,0.49,0.35,-1.95
-6.34,13.44,-1.02,0.37,0.58,-1.43
-6.34,13.90,-1.18,0.18,0.74,-0.88
-6.24,14.03,-1.32,-0.03,0.86,-0.32
-6.08,13.89,-1.26,-0.27,0.93,0.26
-5.55,13.42,-0.91,-0.52,0.97,0.90
-4.56,12.69,-0.45,-0.73,1.00,1.45
-3.55,11.88,0.04,-0.92,1.00,1.92
-2.61,11.00,0.48,-1.08,0.97,2.31
-1.74,10.07,0.78,-1.22,0.98,2.64
-0.93,9.08,0.97,-1.31,1.07,2.89
-0.31,8.08,1.09,-1.36,1.24,3.06
0.00,7.19,1.33,-1.39,1.45,3.18
0.21,6.50,1.68,-1.42,1.62,3.27
0.63,5.84,2.17,-1.47,1.76,3.34
1.21,5.29,2.70,-1.51,1.87,3.37
1.81,4.85,3.35,-1.54,1.91,3.36
2.42,4.48,4.11,-1.56,1.85,3.32
3.18,4.11,4.89,-1.59,1.66,3.26
4.21,3.76,5.55,-1.61,1.41,3.14
5.51,3.42,6.29,-1.59,1.16,2.98
6.97,3.06,7.00,-1.48,0.93,2.76
8.37,2.69,7.73,-1.28,0.76,2.45
9.60,2.41,8.38,-1.01,0.63,2.06
10.66,2.28,8.94,-0.72,0.56,1.60
aX,aY,aZ,gX,gY,gZ
-5.39,9.03,-1.31,-1.90,1.74,2.35
-5.04,8.56,-0.47,-2.07,1.86,2.66
-4.40,7.98,0.45,-2.25,1.87,2.93
-3.56,7.36,1.50,-2.41,1.81,3.14
-2.53,6.71,2.71,-2.56,1.66,3.31
-1.19,6.04,4.19,-2.66,1.41,3.47
0.59,5.31,5.66,-2.71,1.03,3.61
2.79,4.54,6.90,-2.66,0.63,3.66
4.99,3.89,7.72,-2.45,0.35,3.58
6.80,3.51,8.48,-2.10,0.20,3.38
8.39,3.34,9.29,-1.69,0.10,3.09
10.20,3.28,10.19,-1.28,0.02,2.68
11.80,3.18,10.91,-0.88,-0.09,2.14
12.70,3.12,11.31,-0.50,-0.24,1.49
13.45,3.05,11.25,-0.16,-0.44,0.78
13.57,3.09,10.79,0.18,-0.61,0.05
12.87,3.17,10.18,0.50,-0.74,-0.67
11.63,3.32,9.43,0.77,-0.89,-1.33
10.10,3.49,8.48,0.99,-1.08,-1.93
8.43,3.68,7.42,1.14,-1.27,-2.44
6.78,3.91,6.29,1.26,-1.44,-2.85
5.18,4.22,5.19,1.34,-1.55,-3.16
3.69,4.60,4.24,1.40,-1.58,-3.39
2.12,5.06,3.30,1.46,-1.49,-3.52
0.37,5.72,2.31,1.52,-1.32,-3.56
-1.41,6.52,1.41,1.56,-1.09,-3.51
-3.08,7.47,0.48,1.60,-0.77,-3.36
-4.38,8.38,-0.18,1.62,-0.43,-3.10
-5.20,9.07,-0.53,1.60,-0.14,-2.74
-5.96,9.64,-0.90,1.53,0.11,-2.30
-6.90,10.12,-1.36,1.39,0.31,-1.79
-7.72,10.54,-1.83,1.19,0.44,-1.23
-7.99,10.77,-2.15,0.92,0.47,-0.67
-7.78,10.80,-2.60,0.58,0.47,-0.15
-7.23,10.58,-2.79,0.24,0.57,0.35
-6.33,10.10,-2.77,-0.11,0.73,0.82
-5.37,9.55,-2.55,-0.42,0.98,1.24
-4.56,9.07,-2.14,-0.71,1.26,1.60
-3.81,8.69,-1.62,-0.98,1.53,1.89
-2.91,8.27,-0.94,-1.24,1.72,2.14
-1.85,7.80,0.07,-1.49,1.88,2.35
-0.69,7.34,1.55,-1.71,1.94,2.54
0.74,6.95,3.62,-1.91,1.79,2.70
2.54,6.53,5.86,-2.07,1.26,2.78
4.81,6.03,7.35,-2.12,0.52,2.74
7.23,5.41,8.28,-2.02,-0.18,2.56
9.58,4.82,8.77,-1.78,-0.70,2.26
11.76,4.36,8.91,-1.44,-0.97,1.78
13.14,4.18,8.66,-1.02,-0.98,1.09
13.56,4.25,8.23,-0.58,-0.77,0.26
13.22,4.41,7.79,-0.20,-0.51,-0.60
12.05,4.65,7.39,0.12,-0.32,-1.41
10.10,5.01,6.84,0.37,-0.24,-2.09
7.83,5.42,6.04,0.58,-0.31,-2.59
5.77,5.83,5.11,0.73,-0.47,-2.91
4.12,6.21,4.22,0.81,-0.64,-3.07
2.51,6.64,3.42,0.83,-0.76,-3.12
0.62,7.32,2.63,0.84,-0.77,-3.08
-1.30,8.13,1.88,0.82,-0.74,-2.94
-2.96,8.91,1.35,0.77,-0.67,-2.69
-4.17,9.56,0.88,0.69,-0.59,-2.36
-5.06,10.11,0.53,0.59,-0.49,-1.98
-5.84,10.59,0.13,0.45,-0.39,-1.57
-6.56,10.97,-0.22,0.27,-0.24,-1.10
-7.00,11.15,-0.41,0.09,-0.06,-0.57
-7.17,11.10,-0.45,-0.08,0.14,-0.04
-7.08,10.89,-0.44,-0.25,0.35,0.47
-6.71,10.53,-0.43,-0.42,0.58,0.94
-6.06,10.05,-0.33,-0.58,0.84,1.37
-5.24,9.50,-0.14,-0.74,1.10,1.75
-4.33,8.96,0.25,-0.91,1.35,2.07
-3.39,8.43,0.79,-1.08,1.57,2.35
-2.51,7.91,1.51,-1.25,1.74,2.58
-1.63,7.40,2.53,-1.40,1.82,2.77
-0.53,6.85,3.82,-1.54,1.76,2.93
0.95,6.20,5.20,-1.64,1.53,3.05
2.82,5.47,6.45,-1.65,1.20,3.09
4.95,4.79,7.54,-1.57,0.83,3.04
7.13,4.29,8.57,-1.40,0.48,2.86
9.15,3.99,9.47,-1.17,0.16,2.56
10.60,3.93,9.85,-0.89,-0.09,2.11
11.45,3.97,9.75,-0.58,-0.26,1.53
12.12,3.92,9.55,-0.26,-0.33,0.86
12.54,3.77,9.39,0.06,-0.35,0.15
12.18,3.75,9.15,0.37,-0.38,-0.56
10.91,3.87,8.70,0.65,-0.49,-1.22
9.15,4.07,7.95,0.86,-0.68,-1.79
7.26,4.32,7.12,1.00,-0.93,-2.26
5.42,4.61,6.31,1.08,-1.17,-2.64
3.60,5.00,5.41,1.11,-1.37,-2.95
1.90,5.45,4.49,1.10,-1.54,-3.19
0.40,5.97,3.51,1.08,-1.63,-3.33
-0.88,6.53,2.43,1.06,-1.62,-3.39
-2.12,7.20,1.49,1.06,-1.46,-3.36
-3.25,7.90,0.67,1.08,-1.25,-3.22
-4.15,8.42,0.29,1.12,-0.96,-2.99
-4.96,8.81,0.19,1.19,-0.67,-2.71
-5.26,9.18,0.03,1.18,-0.48,-2.35
-5.71,9.68,-0.59,1.03,-0.41,-1.91
-6.52,10.25,-1.00,0.92,-0.01,-1.35
-6.99,10.73,-1.17,0.67,0.23,-0.75
-6.77,10.93,-1.45,0.31,0.43,-0.16
-6.43,10.97,-1.48,-0.06,0.70,0.40
-5.93,10.74,-1.35,-0.42,0.98,0.93
-5.27,10.32,-1.06,-0.76,1.25,1.42
-4.41,9.83,-0.59,-1.10,1.50,1.87
-3.39,9.25,0.08,-1.38,1.79,2.25
-2.44,8.58,0.99,-1.61,2.01,2.55
-1.91,7.97,1.95,-1.81,2.11,2.76
-1.59,7.39,2.74,-1.98,2.05,2.91
-1.11,6.81,3.62,-2.11,1.89,3.05
-0.07,6.14,4.81,-2.17,1.64,3.16
1.48,5.39,6.27,-2.17,1.30,3.21
3.50,4.72,7.75,-2.09,0.88,3.18
5.73,4.18,8.92,-1.90,0.48,3.02
7.71,3.91,9.78,-1.63,0.11,2.73
9.28,3.79,10.24,-1.30,-0.20,2.34
10.39,3.77,10.38,-0.92,-0.39,1.85
11.57,3.77,10.27,-0.57,-0.53,1.26
12.27,3.80,10.02,-0.23,-0.62,0.57
11.98,3.88,9.58,0.09,-0.70,-0.14
11.16,3.95,9.07,0.35,-0.82,-0.80
10.10,4.04,8.50,0.55,-0.99,-1.39
8.85,4.18,8.02,0.70,-1.22,-1.91
7.50,4.31,7.48,0.80,-1.47,-2.36
6.19,4.41,6.69,0.87,-1.70,-2.72
5.06,4.49,5.67,0.92,-1.85,-3.00
4.13,4.59,4.72,0.99,-1.88,-3.21
3.14,4.77,4.06,1.05,-1.83,-3.38
1.77,5.15,3.46,1.12,-1.69,-3.51
0.09,5.73,2.92,1.15,-1.53,-3.58
-1.59,6.42,2.37,1.15,-1.36,-3.59
-3.12,7.21,1.71,1.13,-1.14,-3.52
-4.32,7.99,0.90,1.09,-0.85,-3.36
-5.14,8.56,0.51,1.08,-0.55,-3.10
-5.59,8.78,0.44,1.13,-0.22,-2.78
-6.09,8.94,0.36,1.20,0.12,-2.40
-6.88,9.38,0.27,1.15,0.37,-1.97
-7.79,10.04,0.19,0.98,0.53,-1.46
-8.43,10.64,0.00,0.70,0.58,-0.89
-8.52,10.89,-0.25,0.38,0.59,-0.31
-8.17,10.77,-0.53,0.07,0.64,0.25
-7.48,10.39,-0.66,-0.18,0.78,0.78
-6.51,9.90,-0.57,-0.39,1.02,1.25
-5.43,9.46,-0.28,-0.58,1.31,1.66
-4.44,9.07,0.27,-0.77,1.61,2.00
-3.60,8.68,0.83,-0.95,1.83,2.30
-2.94,8.32,1.43,-1.11,1.99,2.54
-2.30,7.95,2.04,-1.24,2.04,2.75
-1.61,7.57,2.76,-1.34,2.02,2.92
-0.80,7.22,3.61,-1.42,1.92,3.04
0.34,6.85,4.46,-1.46,1.73,3.09
1.75,6.49,5.31,-1.46,1.53,3.08
3.35,6.13,6.29,-1.40,1.29,3.03
5.08,5.73,7.17,-1.28,1.03,2.92
6.63,5.42,7.86,-1.09,0.78,2.71
7.89,5.24,8.45,-0.85,0.50,2.39
9.03,5.02,8.82,-0.58,0.22,2.00
10.28,4.73,8.95,-0.28,-0.02,1.53
11.34,4.49,8.71,0.03,-0.18,0.95
11.50,4.51,8.15,0.33,-0.25,0.30
11.07,4.64,7.48,0.59,-0.28,-0.35
10.35,4.74,6.73,0.80,-0.31,-0.97
9.22,4.86,5.93,0.96,-0.35,-1.54
7.80,5.04,5.18,1.05,-0.40,-2.03
6.26,5.35,4.65,1.07,-0.47,-2.43
4.65,5.75,4.09,1.06,-0.55,-2.72
3.07,6.18,3.42,1.04,-0.61,-2.91
1.68,6.58,2.62,1.01,-0.60,-3.01
0.40,7.02,1.88,1.00,-0.51,-3.04
-0.85,7.54,1.23,1.00,-0.37,-3.00
-2.12,8.08,0.69,1.01,-0.18,-2.89
-3.33,8.64,0.46,0.99,0.02,-2.71
-4.46,9.16,0.28,0.94,0.17,-2.47
-5.44,9.68,0.11,0.83,0.28,-2.15
-6.34,10.02,-0.26,0.65,0.33,-1.76
-7.30,10.32,-0.45,0.45,0.47,-1.29
-7.73,10.46,-0.55,0.16,0.47,-0.77
-7.57,10.37,-0.62,-0.17,0.49,-0.23
-7.32,10.21,-0.55,-0.51,0.55,0.30
-7.14,10.02,-0.36,-0.83,0.60,0.79
-6.67,9.75,-0.07,-1.13,0.60,1.25
-5.75,9.37,0.31,-1.40,0.59,1.67
-4.57,8.91,0.71,-1.63,0.62,2.02
-3.51,8.46,1.33,-1.81,0.70,2.28
-2.71,8.04,2.14,-1.94,0.75,2.47
-1.89,7.61,2.89,-2.02,0.73,2.61
-0.76,7.13,3.66,-2.03,0.73,2.71
0.46,6.71,4.47,-1.96,0.73,2.75
1.58,6.40,5.49,-1.85,0.70,2.75
2.77,6.19,6.67,-1.73,0.56,2.71
4.25,5.94,7.73,-1.59,0.27,2.62
5.64,5.63,8.62,-1.41,-0.06,2.45
6.75,5.32,9.21,-1.16,-0.44,2.19
7.95,4.98,9.43,-0.88,-0.80,1.85
9.27,4.63,9.37,-0.56,-1.02,1.42
10.21,4.42,9.12,-0.19,-1.07,0.89
11.15,4.30,8.69,0.14,-1.04,0.30
11.39,4.30,8.17,0.44,-0.92,-0.34
10.52,4.41,7.59,0.71,-0.81,-0.96
aX,aY,aZ,gX,gY,gZ
4.16,6.09,4.15,1.27,-0.55,-2.49
2.86,6.50,3.43,1.27,-0.61,-2.67
1.46,7.01,2.52,1.22,-0.64,-2.78
0.07,7.56,1.65,1.18,-0.56,-2.81
-1.23,8.15,0.75,1.16,-0.41,-2.75
-2.38,8.68,0.08,1.13,-0.21,-2.60
-3.42,9.12,-0.32,1.10,0.01,-2.38
-4.43,9.51,-0.56,1.02,0.20,-2.11
-5.35,9.86,-0.73,0.86,0.30,-1.77
-5.89,10.08,-0.92,0.60,0.32,-1.34
-5.95,10.09,-1.14,0.28,0.33,-0.89
-6.15,10.11,-1.26,-0.06,0.41,-0.44
-6.23,10.06,-1.13,-0.39,0.49,0.01
-5.90,9.81,-0.99,-0.72,0.55,0.42
-5.26,9.43,-0.74,-1.00,0.63,0.78
-4.40,8.97,-0.35,-1.26,0.70,1.08
-3.44,8.55,0.27,-1.49,0.79,1.33
-2.58,8.26,1.14,-1.68,0.85,1.54
-1.79,8.02,2.19,-1.82,0.81,1.70
-0.97,7.76,3.29,-1.91,0.67,1.81
0.05,7.47,4.25,-1.96,0.44,1.84
1.28,7.20,5.39,-1.96,0.15,1.81
2.79,6.98,6.43,-1.91,-0.18,1.73
4.41,6.78,7.28,-1.80,-0.49,1.62
5.65,6.68,7.85,-1.62,-0.68,1.44
6.16,6.71,8.14,-1.38,-0.75,1.20
6.12,6.79,8.09,-1.11,-0.74,0.94
6.16,6.75,7.97,-0.85,-0.70,0.66
6.42,6.64,8.09,-0.61,-0.66,0.35
6.71,6.51,8.51,-0.36,-0.65,0.05
6.99,6.39,9.31,-0.14,-0.77,-0.24
7.25,6.22,9.88,0.03,-1.07,-0.52
7.17,6.05,9.79,0.20,-1.43,-0.82
6.86,5.91,8.97,0.35,-1.76,-1.15
6.48,5.89,7.92,0.50,-1.96,-1.48
5.92,5.97,6.99,0.67,-1.98,-1.80
5.10,6.05,6.18,0.85,-1.78,-2.09
4.02,6.12,5.37,1.05,-1.41,-2.31
2.53,6.29,4.58,1.27,-0.97,-2.48
0.63,6.64,3.82,1.46,-0.63,-2.57
-1.38,7.13,3.06,1.60,-0.39,-2.59
-3.22,7.80,2.25,1.67,-0.22,-2.53
-4.56,8.50,1.57,1.64,-0.15,-2.36
-5.53,9.06,1.07,1.54,-0.13,-2.09
-6.26,9.43,0.65,1.40,-0.15,-1.72
-6.68,9.60,0.04,1.19,-0.21,-1.28
-6.87,9.71,-0.70,0.95,-0.21,-0.82
-6.76,9.75,-1.36,0.69,-0.13,-0.37
-6.40,9.68,-1.80,0.44,0.04,0.03
-5.97,9.51,-2.06,0.20,0.27,0.38
-5.49,9.27,-2.10,-0.03,0.54,0.69
-5.00,9.02,-1.89,-0.26,0.84,0.97
-4.61,8.79,-1.55,-0.49,1.12,1.22
-4.35,8.62,-1.03,-0.71,1.36,1.45
-4.08,8.43,-0.38,-0.94,1.51,1.67
-3.73,8.21,0.30,-1.15,1.60,1.87
-3.19,7.98,1.00,-1.35,1.63,2.06
-2.56,7.74,1.71,-1.51,1.66,2.24
-1.99,7.48,2.41,-1.63,1.68,2.40
-1.45,7.23,3.11,-1.71,1.69,2.55
-0.83,6.98,3.75,-1.76,1.68,2.68
-0.08,6.69,4.62,-1.78,1.66,2.78
0.84,6.31,5.84,-1.76,1.56,2.86
2.05,5.81,7.38,-1.70,1.32,2.90
3.67,5.21,8.79,-1.61,0.92,2.87
5.67,4.67,9.90,-1.45,0.46,2.74
7.68,4.29,10.43,-1.22,0.06,2.48
9.35,4.13,10.49,-0.91,-0.20,2.10
10.52,4.07,10.27,-0.56,-0.30,1.65
11.15,4.07,9.80,-0.20,-0.26,1.14
11.11,4.15,9.19,0.14,-0.15,0.60
10.50,4.32,8.49,0.42,-0.06,0.05
9.70,4.48,7.79,0.64,-0.03,-0.47
8.85,4.60,7.16,0.81,-0.06,-0.94
7.92,4.72,6.53,0.93,-0.14,-1.35
6.87,4.89,6.00,1.00,-0.27,-1.70
5.67,5.14,5.49,1.01,-0.44,-1.99
4.38,5.48,4.92,0.99,-0.63,-2.21
3.12,5.85,4.29,0.94,-0.82,-2.37
2.02,6.24,3.62,0.87,-0.97,-2.46
1.15,6.62,3.03,0.79,-1.05,-2.49
0.45,6.96,2.49,0.72,-1.04,-2.48
-0.18,7.32,2.08,0.65,-0.95,-2.42
-0.84,7.68,1.85,0.58,-0.79,-2.34
-1.72,8.11,1.72,0.52,-0.56,-2.22
-2.72,8.63,1.51,0.45,-0.30,-2.06
-3.73,9.16,1.32,0.37,-0.01,-1.84
-4.62,9.58,1.27,0.30,0.23,-1.54
-5.26,9.75,1.41,0.22,0.40,-1.18
-5.65,9.71,1.70,0.13,0.54,-0.77
-5.97,9.77,1.91,0.03,0.65,-0.35
-6.16,9.96,1.96,-0.11,0.69,0.09
-6.09,10.09,1.92,-0.28,0.69,0.52
-5.61,10.02,1.88,-0.46,0.70,0.93
-4.80,9.73,1.94,-0.62,0.74,1.32
-3.87,9.37,2.12,-0.76,0.83,1.67
-2.99,8.97,2.39,-0.88,0.96,1.95
-2.19,8.53,2.84,-1.00,1.07,2.19
-1.30,7.99,3.49,-1.12,1.10,2.40
-0.23,7.39,4.27,-1.23,1.03,2.56
0.98,6.78,5.00,-1.32,0.89,2.67
2.29,6.26,5.81,-1.37,0.69,2.70
4.02,5.69,6.56,-1.37,0.43,2.66
5.89,5.10,6.96,-1.33,0.16,2.47
6.87,4.80,7.47,-1.18,-0.02,2.15
7.35,4.74,7.94,-0.96,-0.22,1.82
8.40,4.57,8.32,-0.76,-0.42,1.54
10.04,4.24,8.66,-0.52,-0.52,1.18
11.26,3.99,8.60,-0.25,-0.50,0.70
11.27,4.03,8.29,-0.01,-0.46,0.15
10.40,4.27,7.88,0.16,-0.49,-0.38
9.36,4.48,7.46,0.27,-0.60,-0.86
8.27,4.62,7.12,0.33,-0.76,-1.30
7.20,4.75,6.65,0.37,-0.95,-1.68
6.29,4.87,6.08,0.37,-1.10,-1.99
5.54,4.96,5.55,0.37,-1.20,-2.23
4.73,5.04,5.24,0.38,-1.27,-2.42
3.79,5.22,5.00,0.42,-1.28,-2.58
2.85,5.54,4.76,0.45,-1.27,-2.69
1.93,5.99,4.30,0.49,-1.19,-2.75
1.02,6.57,3.85,0.52,-1.06,-2.77
0.01,7.22,3.49,0.57,-0.85,-2.74
-1.14,7.91,3.20,0.65,-0.58,-2.69
-2.42,8.63,2.85,0.72,-0.27,-2.63
-3.96,9.51,2.46,0.77,0.03,-2.49
-5.63,10.48,2.07,0.71,0.18,-2.15
-6.71,10.93,2.12,0.52,0.15,-1.53
-6.58,10.57,2.45,0.40,0.15,-0.92
-6.22,10.27,2.45,0.29,0.19,-0.41
-6.14,10.23,2.34,0.14,0.21,0.04
-6.21,10.27,2.11,-0.03,0.23,0.47
-6.00,10.09,1.80,-0.23,0.23,0.90
-5.36,9.66,1.57,-0.41,0.28,1.31
-4.48,9.15,1.56,-0.56,0.40,1.67
-3.68,8.62,1.77,-0.68,0.57,1.96
-3.05,8.06,2.10,-0.77,0.76,2.19
-2.58,7.56,2.44,-0.85,0.94,2.39
-2.19,7.16,2.80,-0.92,1.08,2.57
-1.64,6.77,3.22,-0.99,1.16,2.76
-0.83,6.36,3.94,-1.07,1.15,2.93
0.28,5.87,4.78,-1.14,1.03,3.06
1.68,5.27,5.64,-1.17,0.86,3.12
3.30,4.67,6.43,-1.14,0.64,3.07
5.13,4.15,7.05,-1.07,0.36,2.93
7.09,3.74,7.41,-0.98,0.08,2.68
8.84,3.48,7.76,-0.84,-0.14,2.31
10.10,3.39,8.15,-0.64,-0.25,1.84
10.94,3.34,8.42,-0.36,-0.25,1.35
11.50,3.34,8.41,-0.05,-0.15,0.85
11.63,3.53,8.04,0.23,-0.03,0.33
11.24,3.86,7.52,0.44,0.03,-0.19
10.42,4.18,6.92,0.59,-0.01,-0.68
9.41,4.42,6.36,0.67,-0.12,-1.11
8.35,4.64,5.89,0.70,-0.27,-1.48
7.25,4.89,5.54,0.70,-0.43,-1.78
6.07,5.18,5.15,0.68,-0.57,-2.03
4.84,5.57,4.66,0.67,-0.65,-2.23
3.68,6.01,4.07,0.66,-0.64,-2.35
2.58,6.47,3.45,0.67,-0.54,-2.42
1.44,7.02,2.83,0.71,-0.35,-2.43
0.23,7.70,2.19,0.75,-0.09,-2.37
-1.00,8.47,1.63,0.75,0.16,-2.24
-2.31,9.24,1.28,0.66,0.36,-1.98
-3.39,9.67,1.44,0.50,0.45,-1.59
-3.91,9.59,1.87,0.34,0.46,-1.18
-4.07,9.37,2.06,0.20,0.50,-0.79
-4.22,9.37,2.03,0.03,0.54,-0.39
-4.36,9.53,1.87,-0.16,0.59,0.01
-4.36,9.57,1.69,-0.37,0.64,0.41
-4.00,9.31,1.63,-0.59,0.69,0.81
-3.26,8.86,1.88,-0.79,0.77,1.18
-2.23,8.35,2.61,-0.96,0.84,1.50
-1.00,7.80,3.83,-1.12,0.80,1.79
0.36,7.24,5.14,-1.24,0.60,1.98
1.65,6.78,6.22,-1.31,0.29,2.08
2.89,6.49,7.11,-1.32,-0.08,2.11
4.50,6.26,7.74,-1.31,-0.51,2.13
6.89,5.77,8.29,-1.26,-0.92,2.06
9.39,5.16,8.91,-1.11,-1.18,1.80
11.09,4.70,9.24,-0.87,-1.24,1.41
11.85,4.54,9.23,-0.61,-1.19,0.99
12.03,4.60,8.96,-0.38,-1.12,0.56
11.98,4.67,8.48,-0.19,-1.08,0.14
11.81,4.61,7.92,-0.05,-1.04,-0.27
11.49,4.47,7.34,0.07,-1.01,-0.68
11.05,4.31,6.81,0.17,-0.98,-1.06
10.53,4.14,6.26,0.25,-0.97,-1.43
9.99,3.96,5.58,0.30,-0.94,-1.79
9.37,3.80,4.77,0.34,-0.82,-2.14
8.66,3.66,3.89,0.38,-0.60,-2.46
7.85,3.56,3.08,0.44,-0.28,-2.76
6.97,3.51,2.52,0.49,0.08,-3.01
6.12,3.47,2.25,0.54,0.41,-3.22
5.37,3.33,2.01,0.57,0.69,-3.41
