MPU_Index,aX,aY,aZ,gX,gY,gZ
1,1.57,-3.68,2.99,4.37,0.58,-0.37
0,2.44,4.39,0.84,-0.25,-0.59,4.37
1,1.94,-3.63,4.69,4.37,0.80,0.04
0,4.76,4.28,1.42,0.19,-0.73,4.37
1,3.37,-3.45,7.32,4.37,0.81,0.51
0,7.44,3.99,2.52,0.69,-0.62,4.37
1,4.19,-4.03,11.32,4.37,0.60,0.93
0,12.81,4.08,1.99,0.93,-0.25,4.37
1,4.06,-6.46,17.61,4.37,0.04,0.95
0,19.61,5.21,0.40,0.74,0.47,4.37
1,2.87,-9.90,19.61,4.37,-0.73,0.60
0,19.61,6.75,-0.43,0.32,1.11,3.44
1,0.74,-12.39,19.61,2.39,-1.20,0.16
0,19.61,9.15,-1.35,-0.08,1.34,1.51
1,-0.80,-12.62,19.61,0.78,-1.19,-0.13
0,19.61,10.68,-1.36,-0.21,1.04,0.41
1,-2.23,-11.51,19.61,0.15,-0.59,-0.13
0,19.61,11.11,-1.76,-0.09,0.19,0.09
1,-3.09,-11.38,19.61,-0.11,0.40,0.05
0,19.61,10.27,-2.07,0.14,-0.80,-0.30
1,-2.44,-11.16,19.58,-0.68,1.28,0.25
0,19.01,8.88,-2.03,0.26,-1.48,-1.02
1,-1.13,-9.84,18.82,-1.50,1.72,0.25
0,17.83,7.17,-1.73,0.20,-1.65,-1.83
1,-0.19,-8.04,17.40,-2.26,1.70,0.20
0,15.85,5.81,-1.55,0.21,-1.61,-2.55
1,-0.09,-6.58,15.23,-2.92,1.70,0.23
0,13.54,5.00,-1.48,0.21,-1.62,-3.11
1,-0.14,-5.59,13.22,-3.39,1.70,0.16
0,11.70,4.50,-1.60,0.06,-1.62,-3.51
1,-0.11,-5.09,11.62,-3.72,1.70,-0.07
0,10.16,4.32,-1.53,-0.21,-1.58,-3.82
1,-0.13,-4.92,10.10,-4.05,1.62,-0.34
0,-7.95,-3.11,2.92,0.34,-0.96,-4.37
1,2.12,4.82,-8.24,-4.37,1.48,0.54
0,-12.30,-4.75,0.66,0.78,-1.72,-4.37
1,-0.52,7.54,-14.67,-4.37,1.85,0.87
0,-19.61,-6.13,-6.57,0.93,-1.43,-4.37
1,-3.50,10.73,-19.61,-4.37,1.15,0.89
0,-19.61,-5.52,-5.20,0.84,-1.14,-3.61
1,-5.76,11.45,-19.61,-2.07,1.52,0.74
0,-19.61,-4.57,-5.66,0.63,-1.88,-0.38
1,-4.98,10.93,-19.61,0.72,2.39,0.58
0,-19.61,-7.76,-6.68,0.41,-2.20,1.40
1,-2.59,8.66,-19.61,1.64,1.89,0.11
0,-17.66,-7.54,-4.93,-0.26,-1.38,1.74
1,-0.69,6.20,-17.43,1.62,1.11,-0.47
0,-17.59,-5.70,-2.78,-0.69,-0.79,1.56
1,-0.08,4.96,-18.74,1.51,0.82,-0.60
0,-18.90,-4.24,-1.16,-0.48,-0.76,1.68
1,0.77,5.04,-19.16,1.87,0.84,-0.23
0,-18.48,-3.19,-1.36,-0.14,-0.65,2.20
1,0.96,3.96,-18.15,2.49,0.57,-0.08
0,-16.93,-1.81,-1.21,-0.20,-0.31,2.84
1,1.50,2.40,-15.86,3.09,0.21,-0.23
0,-14.39,-1.15,-0.83,-0.39,0.09,3.32
1,2.08,1.32,-13.24,3.39,-0.25,-0.39
0,-11.65,-1.30,-0.37,-0.49,0.62,3.46
1,2.63,1.02,-10.41,3.41,-0.83,-0.42
0,-9.62,-0.99,-0.03,-0.50,1.15,3.41
1,2.29,0.73,-8.71,3.35,-1.21,-0.45
0,-8.35,-0.51,0.43,-0.57,1.38,3.41
1,2.48,0.57,-7.66,3.47,-1.35,-0.55
0,-7.46,0.52,0.89,-0.68,1.49,3.67
1,3.17,-0.26,-6.51,3.84,-1.48,-0.66
0,-6.49,1.83,1.56,-0.76,1.62,4.08
1,3.15,-1.69,-5.50,4.22,-1.55,-0.67
0,-5.55,2.72,1.85,-0.75,1.55,4.37
1,2.55,-2.76,-4.86,4.37,-1.34,-0.62
0,-4.92,3.36,1.62,-0.67,1.27,4.37
1,2.07,-3.29,-4.05,4.37,-1.03,-0.53
0,-4.32,3.95,0.78,-0.55,0.96,4.37
1,1.62,-3.94,-3.51,4.37,-0.78,-0.39
0,-4.40,4.45,0.32,-0.38,0.76,4.37
1,1.05,-4.22,-3.97,4.37,-0.60,-0.21
0,-4.92,4.76,-0.51,-0.22,0.63,4.37
1,0.51,-4.17,-4.18,4.37,-0.48,-0.11
0,-4.72,4.49,-1.00,-0.17,0.51,4.37
1,0.00,-3.93,-3.49,4.37,-0.34,-0.10
0,-3.59,3.90,-1.33,-0.20,0.38,4.37
1,-0.38,-3.51,-1.86,4.37,-0.21,-0.15
0,-2.00,3.22,-1.55,-0.26,0.23,4.37
1,-0.51,-3.12,-0.39,4.37,-0.03,-0.19
0,-0.66,2.77,-1.27,-0.24,-0.01,4.37
1,-0.41,-2.49,0.81,4.37,0.25,-0.13
0,0.39,2.57,-1.07,-0.20,-0.26,4.37
1,0.34,-2.37,2.11,4.37,0.46,-0.15
0,1.79,2.77,-0.21,-0.27,-0.41,4.37
1,1.74,-2.44,3.92,4.37,0.55,-0.19
0,3.84,2.86,1.22,-0.20,-0.47,4.37
1,3.08,-2.89,6.27,4.37,0.59,-0.03
0,6.85,3.30,2.45,-0.02,-0.44,4.37
1,5.17,-4.09,9.93,4.37,0.43,0.20
0,10.67,4.33,3.78,0.25,-0.13,4.37
1,7.03,-6.06,13.89,4.37,-0.03,0.39
0,14.58,6.53,5.35,0.35,0.43,4.37
1,8.06,-8.66,17.63,4.37,-0.61,0.39
0,18.03,9.29,5.37,0.20,0.92,4.37
1,6.20,-11.99,19.61,4.35,-0.96,0.08
0,19.61,10.55,4.30,-0.16,1.08,3.85
1,4.53,-14.81,19.61,3.00,-0.95,-0.16
0,19.61,11.28,2.46,-0.20,1.04,2.04
1,3.14,-16.48,19.61,0.88,-0.97,-0.02
0,19.61,11.77,1.38,0.14,1.11,-0.13
1,2.41,-15.21,19.61,-1.08,-1.07,0.41
0,19.61,11.45,1.01,0.61,1.14,-1.68
1,2.05,-12.66,19.61,-2.23,-1.02,0.82
0,19.61,10.31,2.08,0.98,0.94,-2.51
1,2.38,-10.87,18.61,-2.86,-0.60,1.12
0,16.92,9.83,2.95,1.14,0.38,-3.00
1,3.44,-10.32,16.47,-3.25,0.00,1.09
0,14.85,9.33,4.35,1.02,-0.26,-3.33
1,4.46,-9.25,14.17,-3.52,0.68,0.97
0,12.52,8.38,5.13,0.96,-0.96,-3.53
1,4.92,-7.97,12.04,-3.64,1.37,0.98
0,10.55,7.33,4.63,1.05,-1.55,-3.58
1,4.67,-7.01,10.76,-3.69,1.80,1.11
0,9.52,6.43,3.32,1.18,-1.80,-3.66
1,4.07,-6.32,9.61,-3.78,1.94,1.19
0,8.17,5.75,2.39,1.20,-1.87,-3.75
1,3.33,-5.71,8.14,-3.85,1.99,1.14
0,6.93,5.28,1.72,1.11,-1.93,-3.80
1,2.71,-5.41,6.89,-3.92,2.05,1.06
0,5.48,5.03,1.10,1.02,-2.01,-3.89
1,2.07,-4.98,5.52,-3.99,2.15,0.94
0,4.17,4.55,0.57,0.90,-2.11,-3.95
1,1.65,-4.48,4.27,-4.06,2.24,0.86
0,3.15,3.52,-0.02,0.86,-2.19,-4.07
1,1.07,-3.62,3.44,-4.26,2.29,0.83
0,2.21,2.49,-0.81,0.84,-2.18,-4.31
1,0.66,-2.72,2.62,-4.37,2.21,0.84
0,1.51,1.34,-1.91,0.90,-2.00,-4.37
1,0.27,-1.75,2.01,-4.37,1.90,0.92
0,0.60,-0.11,-2.48,0.98,-1.65,-4.37
1,-0.32,-0.46,0.72,-4.37,1.50,0.96
0,-0.96,-1.22,-3.38,0.93,-1.20,-4.37
1,-0.50,0.52,-0.19,-4.37,1.03,0.83
0,-1.11,-3.18,-3.22,0.72,-0.73,-4.37
1,-0.20,1.26,-0.14,-4.37,0.59,0.52
0,-2.21,-4.55,-3.06,0.38,-0.30,-4.37
1,0.10,2.33,-0.88,-4.37,-0.08,0.19
0,-4.22,-4.82,-3.90,0.07,0.69,-4.37
1,0.64,3.84,-3.16,-4.37,-1.20,-0.05
0,-6.66,-5.88,-2.93,-0.12,1.68,-4.37
1,0.13,4.76,-4.98,-4.37,-2.07,-0.27
0,-9.55,-5.69,-3.24,-0.38,2.44,-4.37
1,-0.48,5.98,-8.09,-4.37,-2.71,-0.48
0,-14.08,-6.12,-3.48,-0.47,2.92,-4.37
1,-2.63,7.59,-14.58,-4.37,-3.02,-0.45
0,-19.61,-3.70,-5.72,-0.54,2.99,-4.37
1,-5.24,7.93,-19.61,-4.37,-2.82,-0.74
0,-19.61,-2.04,-3.88,-0.81,2.49,-4.37
1,-2.98,8.21,-19.61,-4.21,-1.88,-0.55
0,-19.61,-2.49,1.13,-0.10,1.12,-2.90
1,-1.35,7.65,-19.61,-1.80,-0.27,0.52
0,-18.78,-3.72,-0.21,1.14,-0.36,-0.79
1,-3.59,8.23,-19.10,-0.16,1.18,1.74
0,-18.91,-6.87,-4.01,2.19,-1.73,0.42
1,-6.60,9.47,-19.61,0.82,2.29,2.46
0,-19.61,-8.42,-8.42,2.56,-2.43,1.33
1,-8.70,10.18,-19.61,1.63,2.65,2.43
0,-19.61,-9.23,-11.84,2.05,-2.41,1.96
1,-9.17,9.41,-19.47,2.11,2.26,1.53
0,-18.55,-8.42,-13.26,0.89,-1.70,2.30
1,-8.37,7.74,-18.17,2.25,1.23,0.32
0,-17.41,-7.53,-12.35,-0.24,-0.55,2.22
1,-7.11,5.91,-17.31,2.07,0.13,-0.58
0,-16.37,-5.85,-10.12,-0.94,0.35,1.99
1,-5.98,4.64,-16.07,1.87,-0.59,-1.08
0,-14.83,-4.73,-8.13,-1.28,0.90,1.87
1,-4.50,4.44,-14.40,1.84,-1.04,-1.26
0,-13.50,-4.06,-6.58,-1.36,1.25,1.95
1,-3.86,4.15,-13.06,2.04,-1.29,-1.30
0,-12.29,-3.04,-5.61,-1.40,1.36,2.23
1,-4.05,3.33,-11.97,2.38,-1.22,-1.35
0,-10.92,-2.30,-5.10,-1.48,1.15,2.59
1,-4.16,2.63,-10.27,2.73,-0.90,-1.46
0,-9.15,-1.90,-4.90,-1.63,0.76,2.88
1,-4.05,1.95,-8.37,2.96,-0.48,-1.64
0,-7.21,-1.44,-4.60,-1.79,0.37,3.07
1,-2.72,1.70,-6.52,3.15,-0.22,-1.76
0,-5.91,-0.79,-3.82,-1.89,0.28,3.29
1,-1.62,0.65,-5.32,3.38,-0.23,-1.84
0,-5.02,0.25,-3.00,-1.94,0.27,3.49
1,-1.33,-0.79,-4.45,3.54,-0.12,-1.89
0,-4.37,1.74,-2.48,-2.02,0.09,3.64
1,-1.37,-1.93,-4.03,3.68,0.14,-2.00
0,-3.95,2.50,-2.43,-2.15,-0.21,3.76
1,-0.76,-2.43,-3.38,3.79,0.41,-2.09
0,-3.49,3.00,-1.53,-2.16,-0.37,3.91
1,1.55,-3.00,-2.92,4.01,0.38,-1.98
0,-3.16,4.23,0.41,-1.93,-0.25,4.15
1,2.70,-4.59,-2.61,4.21,0.33,-1.66
0,-2.75,5.69,1.36,-1.58,-0.30,4.28
1,2.72,-6.22,-2.03,4.28,0.47,-1.32
0,-2.84,6.98,1.64,-1.26,-0.51,4.37
1,2.10,-6.82,-2.32,4.37,0.81,-1.05
0,-2.68,7.63,1.03,-1.02,-0.91,4.37
1,1.98,-7.92,-0.96,4.37,1.11,-0.87
0,-0.02,8.57,1.19,-0.88,-1.01,4.37
1,3.94,-9.08,2.95,4.37,1.09,-0.69
0,3.98,9.11,3.56,-0.58,-0.97,4.37
1,6.34,-10.76,6.66,4.18,1.00,-0.26
0,7.05,10.83,5.41,-0.07,-0.84,3.99
1,6.83,-12.97,8.18,3.72,0.91,0.22
0,7.43,13.29,5.60,0.30,-0.87,3.60
1,5.92,-14.75,7.86,3.42,1.14,0.45
0,7.19,15.12,5.32,0.46,-1.28,3.39
1,4.74,-15.65,7.77,3.30,1.65,0.53
0,7.56,15.18,4.15,0.55,-1.78,3.28
1,4.09,-15.43,8.72,3.07,2.05,0.71
0,8.44,14.26,2.72,0.80,-2.02,2.91
1,2.94,-15.27,9.71,2.59,2.14,0.91
0,9.97,13.41,1.04,0.91,-1.97,2.28
1,2.37,-15.10,11.19,1.75,1.97,0.95
0,11.41,12.36,0.23,0.91,-1.69,1.26
1,2.26,-14.56,12.15,0.60,1.66,0.90
0,11.97,11.41,-0.10,0.85,-1.34,0.07
1,2.38,-13.47,11.96,-0.59,1.23,0.85
0,11.27,10.41,0.19,0.84,-0.97,-1.06
1,2.13,-12.01,10.53,-1.61,0.93,0.88
0,9.20,9.61,-0.11,0.90,-0.75,-1.94
1,1.41,-10.53,8.02,-2.35,0.76,0.93
0,6.49,8.47,-0.52,0.94,-0.65,-2.57
1,0.75,-8.88,5.37,-2.87,0.72,0.93
0,3.89,7.41,-1.27,0.91,-0.60,-2.99
1,0.34,-7.57,3.15,-3.19,0.57,0.85
0,1.98,6.67,-2.52,0.76,-0.28,-3.23
1,0.30,-6.53,1.39,-3.38,0.07,0.70
0,0.45,5.90,-2.81,0.64,0.29,-3.39
1,-0.08,-5.88,-0.07,-3.53,-0.50,0.60
0,-1.01,5.38,-2.77,0.56,0.77,-3.52
1,-0.42,-5.31,-1.22,-3.61,-0.87,0.53
0,-2.83,5.56,1.56,-1.53,0.07,4.25
1,2.02,-5.20,-2.11,4.29,0.24,-1.34
0,-2.51,5.43,1.40,-1.32,-0.41,4.37
1,1.90,-4.72,-1.67,4.37,0.72,-1.10
0,-1.94,5.61,1.31,-1.05,-0.74,4.37
1,2.78,-4.87,-0.74,4.37,0.91,-0.88
0,-0.84,6.05,2.31,-0.81,-0.90,4.37
1,3.42,-5.67,0.95,4.37,1.17,-0.57
0,1.18,6.89,2.74,-0.51,-1.20,4.37
1,4.08,-6.63,3.91,4.37,1.45,-0.28
0,4.13,7.32,4.07,-0.16,-1.47,4.37
1,5.60,-7.40,6.81,4.37,1.68,0.14
0,6.95,7.90,5.38,0.31,-1.61,4.37
1,6.44,-8.71,9.82,4.37,1.72,0.58
0,9.97,9.19,5.11,0.66,-1.56,4.37
1,6.46,-10.22,12.79,4.37,1.58,0.80
0,13.39,9.56,4.54,0.76,-1.33,4.37
1,5.56,-11.83,16.76,4.37,1.30,0.76
0,18.33,10.17,2.57,0.60,-0.99,4.14
1,3.76,-14.55,19.61,3.28,0.87,0.53
0,19.61,11.08,0.06,0.38,-0.56,2.26
1,0.92,-16.94,19.61,1.02,0.46,0.31
0,19.61,11.89,-2.28,0.18,-0.22,-0.10
1,-1.21,-16.34,19.61,-1.17,0.17,0.13
0,19.61,11.96,-3.51,0.05,0.02,-1.88
1,-1.74,-13.77,19.36,-2.49,-0.06,0.05
0,16.46,11.13,-3.16,0.01,0.17,-2.79
1,-0.86,-11.28,15.25,-3.11,-0.06,0.08
0,13.30,9.57,-0.58,0.20,0.01,-3.25
1,0.72,-9.83,12.72,-3.45,0.12,0.34
0,11.20,8.74,0.39,0.49,-0.12,-3.52
1,2.05,-8.73,10.83,-3.76,0.29,0.66
0,9.22,7.44,1.73,0.81,-0.32,-3.85
1,2.89,-7.42,8.45,-4.04,0.49,0.91
0,6.58,6.56,1.82,0.95,-0.51,-4.06
1,2.67,-6.34,5.74,-4.18,0.67,0.92
0,3.90,5.84,1.17,0.85,-0.66,-4.12
1,2.25,-5.42,3.21,-4.18,0.75,0.74
0,1.56,5.21,0.09,0.63,-0.64,-4.07
1,1.56,-4.57,1.06,-4.07,0.62,0.48
0,-0.12,4.63,-1.09,0.33,-0.41,-3.95
1,0.85,-4.35,-0.34,-3.97,0.29,0.18
0,-1.34,4.53,-2.41,0.03,0.06,-3.87
1,0.45,-4.54,-1.55,-3.93,-0.38,-0.08
0,-2.57,4.19,-2.49,-0.15,0.78,-3.92
1,0.36,-4.79,-2.60,-4.11,-0.96,-0.12
0,-3.52,4.37,-1.67,-0.03,1.14,-4.21
1,0.21,-5.22,-3.55,-4.37,-1.16,0.19
0,-4.52,5.26,-1.17,0.45,1.19,-4.33
1,0.15,-4.96,-4.32,-4.36,-1.00,0.71
0,-4.85,5.42,-0.46,0.90,0.87,-4.19
1,0.14,-4.61,-4.49,-4.11,-0.62,1.01
0,-4.86,5.15,-1.01,1.04,0.53,-3.89
1,-0.07,-4.47,-4.71,-3.84,-0.38,1.01
0,-5.10,4.54,-1.75,0.96,0.43,-3.70
1,-0.26,-4.36,-5.00,-3.77,-0.36,0.93
0,-5.69,4.23,-2.33,0.90,0.48,-3.69
1,-0.34,-4.10,-5.97,-3.71,-0.51,0.83
0,-7.13,4.15,-2.06,0.77,0.58,-3.57
1,-0.63,-3.56,-7.88,-3.55,-0.44,0.74
0,-8.49,3.82,-1.80,0.72,0.37,-3.38
1,-0.89,-3.45,-8.98,-3.31,-0.21,0.72
0,-9.58,3.88,-1.96,0.76,0.18,-3.08
1,-0.92,-2.97,-10.12,-2.97,0.04,0.83
0,-10.43,3.52,-1.85,0.91,-0.15,-2.73
1,-1.13,-2.39,-11.13,-2.61,0.43,1.03
0,-11.38,2.77,-2.02,1.17,-0.56,-2.34
1,-1.64,-1.38,-12.02,-2.20,0.81,1.31
0,-12.10,1.63,-3.39,1.42,-0.83,-1.94
1,-2.87,-0.77,-12.46,-1.87,1.04,1.46
0,-12.15,1.10,-4.63,1.43,-1.06,-1.69
1,-3.89,-0.63,-12.34,-1.66,1.23,1.31
0,-11.71,1.11,-5.88,1.14,-1.13,-1.45
1,-3.92,-0.62,-11.77,-1.39,1.16,0.95
0,-11.58,0.95,-6.35,0.71,-0.94,-1.22
1,-3.53,-0.69,-12.20,-1.20,0.82,0.50
0,-12.46,0.90,-6.09,0.27,-0.49,-1.09
1,-3.01,-0.69,-13.61,-1.09,0.39,0.16
0,-14.01,0.79,-4.94,0.06,-0.21,-0.98
1,-2.91,-0.43,-15.27,-0.99,0.20,0.07
0,-16.03,0.36,-5.36,0.04,-0.03,-0.86
1,-3.80,0.63,-18.15,-0.77,-0.00,0.07
0,-19.24,-0.06,-6.62,0.04,0.19,-0.47
1,-4.93,1.56,-19.61,-0.20,-0.22,0.08
0,-19.61,-0.22,-7.41,0.04,0.36,0.23
1,-6.06,1.98,-19.61,0.54,-0.31,0.07
0,-19.61,-0.75,-8.48,0.00,0.45,0.94
1,-6.72,1.96,-18.96,1.16,-0.49,-0.06
0,-17.13,-1.28,-9.28,-0.29,0.70,1.41
1,-6.58,1.92,-16.26,1.50,-0.73,-0.46
0,-14.64,-1.44,-8.69,-0.76,0.91,1.65
1,-5.60,1.73,-13.83,1.73,-0.91,-0.90
0,-12.37,-1.13,-7.33,-1.17,1.09,1.88
1,-4.41,1.09,-11.93,1.95,-1.06,-1.29
0,-11.10,-0.41,-5.77,-1.49,1.13,2.07
1,-3.52,0.33,-10.71,2.14,-1.03,-1.53
0,-9.87,0.45,-4.54,-1.68,1.04,2.29
1,-2.54,-0.26,-9.36,2.40,-0.91,-1.64
0,-8.60,0.87,-3.35,-1.74,0.85,2.55
1,-1.89,-0.53,-8.26,2.63,-0.64,-1.65
0,-7.67,1.21,-2.49,-1.70,0.58,2.79
1,-0.87,-0.79,-7.42,2.90,-0.42,-1.59
0,-7.33,1.81,-2.28,-1.66,0.42,3.08
1,-0.76,-1.38,-7.33,3.20,-0.32,-1.57
0,-7.22,2.22,-2.34,-1.69,0.34,3.37
1,-0.96,-1.83,-6.87,3.47,-0.21,-1.65
0,-6.67,2.40,-2.62,-1.78,0.24,3.59
1,-1.23,-2.06,-6.12,3.64,-0.13,-1.74
0,-6.00,2.08,-2.86,-1.87,0.14,3.71
1,-1.66,-2.06,-5.13,3.70,-0.01,-1.86
0,-4.66,2.24,-3.24,-2.04,0.08,3.75
1,-0.91,-2.17,-3.52,3.75,-0.03,-2.03
0,-2.95,2.37,-2.32,-2.16,0.16,3.79
1,0.35,-2.66,-1.89,3.77,-0.14,-2.07
0,-1.58,3.05,-1.35,-2.17,0.24,3.79
1,1.01,-3.51,-0.61,3.74,-0.17,-2.07
0,-0.35,3.59,0.11,-2.10,0.22,3.73
1,2.75,-4.07,0.86,3.70,-0.15,-1.88
0,0.71,4.69,1.91,-1.78,0.19,3.72
1,3.67,-5.16,1.26,3.75,-0.02,-1.47
0,1.24,6.41,3.27,-1.31,-0.05,3.92
1,4.64,-6.16,2.60,4.06,0.34,-1.01
0,3.09,7.38,4.88,-0.83,-0.44,4.28
1,6.39,-7.09,5.56,4.37,0.69,-0.50
0,6.68,7.94,6.19,-0.30,-0.65,4.37
1,7.85,-8.76,9.53,4.34,0.74,-0.03
0,10.40,9.03,6.49,0.06,-0.56,4.23
1,8.04,-11.03,12.95,3.96,0.50,0.13
0,13.51,11.04,5.36,-0.04,-0.18,3.74
1,7.41,-13.91,15.55,3.36,0.02,-0.19
0,15.71,13.58,4.89,-0.51,0.30,2.97
1,6.64,-17.15,16.42,2.41,-0.31,-0.67
0,15.84,15.71,5.13,-0.81,0.36,1.92
1,5.24,-18.80,15.85,1.30,-0.19,-0.67
0,14.99,16.70,4.30,-0.61,0.09,0.82
1,4.15,-18.48,14.84,0.30,0.13,-0.36
0,14.61,16.03,2.84,-0.14,-0.13,-0.11
1,3.54,-17.30,14.57,-0.62,0.26,0.16
0,14.08,14.69,2.30,0.38,-0.20,-1.00
1,3.53,-15.42,13.82,-1.46,0.29,0.59
0,13.15,12.61,2.49,0.68,-0.23,-1.78
1,4.00,-13.03,12.96,-2.20,0.34,0.76
0,12.24,11.20,2.88,0.79,-0.26,-2.43
1,4.38,-11.45,11.95,-2.72,0.35,0.85
0,11.18,9.68,3.31,0.88,-0.34,-2.88
1,4.08,-9.90,11.15,-3.19,0.50,0.92
0,10.19,8.03,3.22,0.98,-0.54,-3.37
1,3.85,-8.36,10.01,-3.70,0.72,1.04
0,8.59,6.72,2.61,1.11,-0.72,-3.84
1,3.47,-6.93,8.23,-4.07,0.86,1.13
0,6.33,5.96,1.84,1.14,-0.83,-4.11
1,2.68,-5.88,5.74,-4.27,0.97,1.09
0,3.78,5.09,0.87,1.05,-0.95,-4.26
1,1.68,-4.62,3.14,-4.35,1.06,0.98
0,1.26,4.26,-0.23,0.93,-0.97,-4.25
1,1.26,-3.56,0.69,-4.26,0.99,0.86
0,-0.93,3.61,-1.31,0.82,-0.77,-4.08
1,0.79,-2.89,-1.56,-4.02,0.58,0.76
0,-2.95,3.23,-2.41,0.73,-0.20,-3.83
1,0.32,-2.62,-3.57,-3.85,0.07,0.72
0,-4.60,2.37,-1.69,0.73,0.06,-3.80
1,-0.12,-2.50,-4.94,-3.91,0.04,0.76
0,-5.30,1.65,-1.16,0.81,-0.09,-3.95
1,-0.50,-2.29,-4.38,-4.17,0.27,0.89
0,-3.90,1.59,-2.10,0.93,-0.26,-4.26
1,-0.61,-2.25,-2.85,-4.37,0.32,0.92
0,-2.89,1.11,-1.85,0.96,-0.24,-4.37
1,0.14,-1.42,-2.27,-4.37,0.32,0.99
0,-3.07,0.64,-1.53,1.00,-0.21,-4.37
1,0.88,-0.71,-3.22,-4.37,0.12,0.96
0,-5.53,0.71,-2.09,0.89,0.19,-4.37
1,0.41,-0.67,-6.63,-4.37,-0.33,0.72
0,-8.43,1.48,-1.86,0.46,0.51,-4.37
1,0.90,-0.74,-8.57,-4.37,-0.55,0.27
0,-9.10,1.01,-0.26,0.22,0.67,-4.33
1,1.86,-0.92,-8.50,-4.37,-0.67,0.26
0,-8.45,-0.39,0.61,0.35,0.72,-4.37
1,2.00,-0.68,-8.06,-4.37,-0.70,0.52
0,-9.25,-0.76,-0.48,0.65,0.90,-4.37
1,1.97,0.36,-9.61,-4.37,-1.01,0.75
0,-11.76,-1.38,0.15,0.82,1.13,-4.37
1,1.53,2.30,-12.69,-4.37,-1.05,0.82
0,-14.50,-1.82,-0.19,0.81,1.07,-4.37
1,1.68,4.20,-15.67,-4.37,-0.93,0.84
0,-17.65,-2.93,1.19,0.95,0.75,-4.29
1,1.30,6.04,-19.61,-3.75,-0.36,1.11
0,-19.61,-2.97,1.91,1.37,-0.03,-2.88
1,0.26,7.80,-19.61,-1.96,0.66,1.70
0,-19.61,-3.57,0.50,2.03,-1.16,-0.76
1,-2.35,10.16,-19.61,0.39,1.86,2.37
0,-19.61,-6.38,-3.59,2.66,-2.24,1.64
1,-6.01,12.61,-19.61,2.62,2.67,2.84
0,-19.61,-10.00,-10.45,2.83,-2.44,3.52
1,-9.34,12.82,-19.61,4.05,2.03,2.59
0,-19.61,-11.78,-16.41,2.10,-1.09,4.37
1,-10.66,10.30,-19.61,4.23,0.24,1.49
0,-19.61,-11.20,-17.61,0.71,1.03,3.81
1,-8.74,6.20,-15.72,3.03,-2.18,0.04
0,-12.11,-9.26,-14.52,-0.61,3.33,2.10
1,-7.19,3.40,-10.37,1.10,-4.07,-0.94
0,16.22,9.91,2.20,-0.54,0.07,3.81
1,1.64,-10.33,18.23,3.66,0.32,-0.59
0,19.36,9.46,1.21,-0.73,-0.42,3.43
1,2.05,-11.21,19.61,2.95,0.60,-0.66
0,19.61,8.73,1.01,-0.61,-0.48,2.35
1,3.20,-12.61,19.61,1.47,0.37,-0.36
0,19.61,8.84,0.62,-0.22,-0.00,0.57
1,3.08,-13.18,19.61,-0.49,-0.22,0.00
0,19.61,8.69,0.50,0.11,0.53,-1.37
1,2.29,-11.85,19.61,-2.23,-0.62,0.24
0,19.61,8.69,0.60,0.28,0.73,-2.77
1,1.65,-10.47,19.61,-3.27,-0.64,0.30
0,18.86,8.84,0.98,0.26,0.59,-3.54
1,1.71,-9.73,18.22,-3.89,-0.35,0.24
0,16.25,8.25,1.91,0.25,0.20,-4.06
1,2.60,-8.55,16.01,-4.34,0.08,0.31
0,14.17,7.16,2.69,0.42,-0.21,-4.37
1,3.11,-7.48,14.02,-4.37,0.49,0.54
0,11.84,5.99,2.69,0.68,-0.64,-4.37
1,2.80,-6.13,11.54,-4.37,0.89,0.77
0,9.37,4.73,1.82,0.87,-0.98,-4.37
1,2.32,-4.71,9.31,-4.37,1.18,0.90
0,7.18,3.53,0.86,0.93,-1.18,-4.37
1,2.07,-3.26,7.25,-4.37,1.26,0.90
0,4.99,2.62,0.36,0.88,-1.18,-4.37
1,1.78,-2.20,5.26,-4.37,1.21,0.79
0,3.38,1.90,-0.31,0.72,-1.09,-4.37
1,1.25,-1.51,3.72,-4.37,1.08,0.60
0,1.97,1.27,-0.99,0.51,-0.92,-4.37
1,0.82,-0.93,2.33,-4.37,0.87,0.40
0,0.69,0.71,-1.63,0.36,-0.66,-4.37
1,0.43,-0.28,0.95,-4.37,0.55,0.31
0,-0.46,-0.06,-2.07,0.31,-0.34,-4.37
1,-0.07,0.21,0.19,-4.37,0.22,0.29
0,-1.24,-0.67,-2.41,0.31,0.00,-4.37
1,-0.18,0.60,-0.60,-4.37,-0.06,0.33
0,-1.70,-1.35,-2.27,0.36,0.20,-4.37
1,-0.32,1.11,-0.68,-4.37,-0.19,0.36
0,-1.37,-2.37,-1.66,0.37,0.24,-4.37
1,0.17,1.28,0.06,-4.37,-0.27,0.34
0,-1.57,-2.39,-1.91,0.34,0.44,-4.37
1,-0.23,1.94,-0.83,-4.37,-0.42,0.33
0,-2.63,-2.07,-2.00,0.32,0.45,-4.37
1,-0.74,2.01,-1.54,-4.37,-0.39,0.26
0,-3.87,-1.29,-1.36,0.30,0.39,-4.37
1,0.05,2.90,-3.67,-4.37,-0.21,0.38
0,-5.74,-2.65,-0.26,0.51,0.05,-4.37
1,0.25,4.06,-6.17,-4.37,0.23,0.64
0,-8.32,-5.18,-0.74,0.69,-0.31,-4.37
1,1.59,6.09,-8.21,-4.37,0.26,0.54
